SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
357134,6361501,Closed,currency 1,-2241,0,-1911.0,-1911.0,,0,47565.0,0.0,0.0,0.0,Consumer credit,-1388,
338363,6403713,Active,currency 1,-1723,0,480.0,,,0,0.0,,,0.0,Credit card,-36,4411.755
166849,5802085,Closed,currency 1,-1897,0,-799.0,-1557.0,0.0,0,58500.0,0.0,0.0,0.0,Credit card,-1557,
417709,6543881,Active,currency 1,-242,0,30985.0,,,0,67500.0,0.0,,0.0,Credit card,-224,
106124,5169798,Closed,currency 1,-1002,0,-851.0,-834.0,,0,44766.0,,,0.0,Consumer credit,-831,0.0
346278,6553513,Active,currency 1,-29,0,152.0,,0.0,0,26955.0,26955.0,0.0,0.0,Consumer credit,-29,
279095,6187095,Active,currency 1,-19,0,1808.0,,,0,184500.0,184500.0,0.0,0.0,Consumer credit,-14,5265.0
142091,5448505,Closed,currency 1,-1551,0,-1339.0,-1367.0,,0,17524.71,0.0,,0.0,Consumer credit,-722,
213250,5119319,Closed,currency 1,-2706,0,-880.0,-1355.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-167,
185104,6809198,Closed,currency 1,-1272,0,-1181.0,-1181.0,,0,27549.0,0.0,0.0,0.0,Consumer credit,-1174,
414516,5074910,Closed,currency 1,-2338,0,-512.0,-1657.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-128,
189502,6417016,Closed,currency 1,-1003,0,-637.0,-911.0,,0,105900.48,0.0,,0.0,Consumer credit,-717,
453397,5842614,Active,currency 1,-264,0,1562.0,,,0,1236375.0,1138680.0,0.0,0.0,Consumer credit,-21,34501.5
295779,5143326,Closed,currency 1,-855,0,,-801.0,,0,157500.0,0.0,,0.0,Consumer credit,-801,0.0
238242,5936807,Closed,currency 1,-2282,0,-1187.0,-1252.0,,0,1741500.0,0.0,0.0,0.0,Car loan,-134,
252217,6456098,Closed,currency 1,-1279,0,-972.0,-970.0,,0,210730.5,0.0,0.0,0.0,Consumer credit,-970,
410795,5066285,Closed,currency 1,-1059,0,-936.0,-936.0,,0,235080.0,0.0,0.0,0.0,Consumer credit,-934,
412407,6820896,Closed,currency 1,-331,0,-57.0,-210.0,0.0,0,45805.5,0.0,0.0,0.0,Consumer credit,-210,1800.0
104008,6745845,Closed,currency 1,-1627,0,-1293.0,-1208.0,,0,133757.1,0.0,,0.0,Consumer credit,-740,
274672,5990950,Closed,currency 1,-1015,0,-1008.0,-1008.0,,0,160042.5,,,0.0,Consumer credit,-1008,
324227,6012571,Closed,currency 1,-1028,0,-663.0,-701.0,0.0,0,153000.0,0.0,0.0,0.0,Consumer credit,-701,
138978,5014531,Active,currency 1,-74,0,31153.0,,,0,112500.0,73120.5,,0.0,Credit card,-15,
351011,5241814,Active,currency 1,-256,0,10185.0,,19602.0,0,675000.0,672561.0,,0.0,Credit card,-19,0.0
128574,6676802,Closed,currency 1,-1547,0,-1364.0,-982.0,,0,28665.0,,,0.0,Consumer credit,-979,
331162,6686129,Closed,currency 1,-1399,0,-1309.0,-1309.0,,0,11146.5,0.0,,0.0,Consumer credit,-1309,
383113,5095613,Closed,currency 1,-2397,0,-2214.0,-2183.0,8634.015,0,50760.0,0.0,0.0,0.0,Consumer credit,-2183,
315865,6794941,Closed,currency 1,-553,0,-277.0,-277.0,0.0,0,339750.0,0.0,0.0,0.0,Consumer credit,-274,
349238,5899276,Closed,currency 1,-599,0,497.0,-423.0,,0,543807.0,0.0,,0.0,Consumer credit,-378,
449872,5614425,Closed,currency 1,-2589,0,-2410.0,-2336.0,,0,57600.0,,,0.0,Consumer credit,-2336,90000.0
140231,5825375,Active,currency 1,-1119,0,-23.0,,,0,450000.0,368460.0,,0.0,Credit card,-1078,7690.5
154471,6199036,Closed,currency 1,-898,0,928.0,-168.0,0.0,0,1035000.0,0.0,0.0,0.0,Consumer credit,-123,
284352,5343860,Active,currency 1,-63,0,304.0,,0.0,0,368550.0,343269.0,0.0,0.0,Consumer credit,-15,
351678,5638416,Active,currency 1,-122,0,273.0,,0.0,0,62955.0,49806.0,0.0,0.0,Consumer credit,-28,
148509,5410262,Closed,currency 1,-917,0,-765.0,-752.0,,0,26311.5,,,0.0,Consumer credit,-749,
368033,5591210,Closed,currency 1,-2578,0,-1482.0,-1918.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-541,
452696,6829946,Active,currency 1,-300,0,31024.0,,,0,67500.0,5872.5,0.0,0.0,Credit card,-23,0.0
423534,6226117,Active,currency 1,-2364,0,-1886.0,,,0,0.0,,,0.0,Credit card,-1343,
267616,6502040,Closed,currency 1,-1046,0,46.0,-664.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-298,
274315,6491001,Closed,currency 1,-1364,0,-1183.0,-1183.0,,0,27261.0,0.0,,0.0,Consumer credit,-1046,
416765,6670942,Closed,currency 1,-2744,0,-2197.0,-2199.0,0.0,0,450000.0,,,0.0,Consumer credit,-2198,12500.01
347960,6450887,Closed,currency 1,-1130,0,-963.0,-963.0,0.0,0,116995.5,,,0.0,Consumer credit,-957,0.0
350354,6487880,Closed,currency 1,-781,0,-677.0,-677.0,,0,41665.5,0.0,0.0,0.0,Consumer credit,-657,
351958,6058203,Closed,currency 1,-1660,0,-1113.0,-1113.0,0.0,0,278352.0,,,0.0,Consumer credit,-294,
190148,5724971,Active,currency 1,-1567,0,-106.0,,,0,679500.0,13.5,0.0,0.0,Consumer credit,-102,14960.61
259899,5592293,Closed,currency 1,-256,0,474.0,-12.0,,0,654498.0,,,0.0,Consumer credit,-9,
208741,6068107,Closed,currency 1,-2869,0,-1043.0,-1559.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-483,
326932,5066763,Closed,currency 1,-2694,0,-867.0,-1767.0,,0,261000.0,0.0,0.0,0.0,Consumer credit,-754,5962.5
173056,5811380,Closed,currency 1,-2121,0,-1953.0,-1953.0,0.0,0,106069.5,,,0.0,Consumer credit,-1951,
172094,5166159,Active,currency 1,-405,0,947.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-146,
205192,6145344,Closed,currency 1,-2322,0,-1773.0,-1910.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-454,
455611,5267952,Active,currency 1,-464,0,266.0,,,0,125311.5,48915.0,,0.0,Consumer credit,-8,
238489,5432084,Active,currency 1,-87,0,1010.0,,,0,675000.0,650263.5,0.0,0.0,Consumer credit,-11,
336090,6829730,Active,currency 1,-399,0,922.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-30,27178.02
363199,6322403,Closed,currency 1,-935,0,-601.0,-811.0,,0,179388.0,0.0,,0.0,Consumer credit,-135,
411791,6060153,Active,currency 1,-739,0,353.0,,,0,270000.0,240286.5,0.0,0.0,Credit card,-20,0.0
298454,6591704,Active,currency 1,-1461,0,27277.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-514,0.0
211001,5095049,Closed,currency 1,-1526,0,-1403.0,-1403.0,,0,20898.0,0.0,0.0,0.0,Consumer credit,-807,
400181,6234781,Closed,currency 1,-1000,0,-694.0,-816.0,0.0,0,61200.0,0.0,0.0,0.0,Consumer credit,-816,
151764,5322653,Closed,currency 1,-2236,0,-1871.0,-1950.0,,0,244660.5,0.0,,0.0,Consumer credit,-1948,
158120,6353086,Closed,currency 1,-2152,0,-1969.0,-1965.0,,0,31324.5,0.0,0.0,0.0,Consumer credit,-842,
131607,6032217,Closed,currency 1,-2072,0,-1707.0,-1707.0,,0,148360.5,0.0,,0.0,Consumer credit,-1166,0.0
227364,5971604,Closed,currency 1,-584,0,-222.0,-222.0,,0,106542.0,0.0,,0.0,Consumer credit,-201,0.0
251640,5328745,Closed,currency 1,-2179,0,-353.0,-1895.0,,0,324000.0,0.0,0.0,0.0,Consumer credit,-573,
211241,6194548,Closed,currency 1,-1879,0,-1515.0,-1515.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-1512,
389888,5923073,Active,currency 1,-224,0,866.0,,0.0,0,450000.0,361426.5,0.0,0.0,Consumer credit,-8,
295415,6816660,Closed,currency 1,-636,0,-269.0,-269.0,,0,152820.0,0.0,,0.0,Consumer credit,-219,
244370,5881293,Closed,currency 1,-1408,0,53.0,-303.0,0.0,0,1350000.0,,,0.0,Consumer credit,-303,
237862,6024625,Active,currency 1,-1392,0,412.0,,,0,522000.0,120091.5,0.0,0.0,Credit card,-15,7650.0
135363,6531298,Closed,currency 1,-682,0,-256.0,-256.0,,0,0.0,0.0,0.0,0.0,Credit card,-255,0.0
107350,5765514,Closed,currency 1,-2096,0,-635.0,-86.0,,0,67500.0,,,0.0,Credit card,-79,0.0
316544,5420819,Closed,currency 1,-690,0,-568.0,-568.0,,0,114394.5,0.0,,0.0,Consumer credit,-20,
442643,5175198,Active,currency 1,-114,0,994.0,,,0,310500.0,238725.0,0.0,0.0,Credit card,-2,
333440,5067735,Closed,currency 1,-1839,0,-1687.0,-1143.0,,0,38124.0,,,0.0,Consumer credit,-1140,0.0
264020,6426217,Active,currency 1,-392,0,3260.0,,,0,337500.0,0.0,,0.0,Credit card,-392,
371319,5308624,Active,currency 1,-255,0,,,0.0,0,450000.0,17914.5,432081.225,0.0,Credit card,-41,
172142,6008663,Active,currency 1,-338,0,27.0,,,0,76932.0,0.0,,0.0,Consumer credit,-28,0.0
306376,6643437,Closed,currency 1,-265,0,-144.0,-144.0,0.0,0,24750.0,0.0,0.0,0.0,Consumer credit,-144,0.0
296370,6618116,Closed,currency 1,-867,0,-684.0,-684.0,0.0,0,53586.0,0.0,0.0,0.0,Consumer credit,-678,0.0
417133,6292422,Closed,currency 1,-2795,0,-2429.0,-2429.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-2428,
181934,5687836,Closed,currency 1,-991,0,-626.0,-837.0,,0,95620.5,0.0,,0.0,Consumer credit,-371,
145808,5701866,Closed,currency 1,-833,0,-652.0,-624.0,,0,70195.5,,,0.0,Consumer credit,-617,3915.0
134231,6229275,Closed,currency 1,-2654,0,-2349.0,-2349.0,0.0,0,59494.5,,,0.0,Consumer credit,-2348,
416698,6247950,Closed,currency 1,-2742,0,-1646.0,-1648.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-846,0.0
163317,5193024,Closed,currency 1,-1927,0,-1226.0,-1221.0,,0,301023.0,0.0,,0.0,Credit card,-1221,
403635,5268327,Active,currency 1,-95,0,636.0,,,0,263610.0,,,0.0,Consumer credit,-27,16159.95
338217,6448624,Active,currency 1,-1653,0,-1285.0,,,0,74830.5,,,0.0,Consumer credit,-1347,
344510,5746619,Active,currency 1,-1689,0,9268.0,,,0,1800000.0,1524163.5,0.0,0.0,Mortgage,-4,
222624,6269804,Closed,currency 1,-2606,0,30875.0,-2364.0,,0,90000.0,0.0,0.0,0.0,Credit card,-791,0.0
310252,5468442,Active,currency 1,-287,0,1539.0,,,0,306000.0,276772.5,0.0,0.0,Consumer credit,-8,8023.5
451167,5217572,Closed,currency 1,-760,0,-364.0,-515.0,0.0,0,85500.0,0.0,0.0,0.0,Consumer credit,-515,
330101,6209449,Closed,currency 1,-2197,0,,-1159.0,,0,225000.0,0.0,0.0,0.0,Credit card,-1156,0.0
241503,5420385,Active,currency 1,-751,0,1259.0,,,0,1125000.0,,,0.0,Consumer credit,-2,
171304,5414517,Active,currency 1,-860,0,235.0,,,0,1122975.0,,,0.0,Consumer credit,-51,
335675,6643155,Active,currency 1,-861,0,943.0,,0.0,0,450000.0,430938.45,19061.55,0.0,Credit card,-627,0.0
321848,6835237,Active,currency 1,-336,0,397.0,,0.0,0,454212.0,122490.0,0.0,0.0,Consumer credit,-24,18166.5
430838,5853402,Closed,currency 1,-1464,0,-1160.0,-1101.0,,0,100089.0,,,0.0,Consumer credit,-1098,0.0
179584,6048835,Closed,currency 1,-791,0,-517.0,-517.0,0.0,0,63652.5,0.0,0.0,0.0,Consumer credit,-515,
183585,5819187,Closed,currency 1,-2616,0,-2308.0,-2324.0,,0,95476.5,0.0,,0.0,Consumer credit,-2015,0.0
191751,5012357,Active,currency 1,-2711,0,-2340.0,,,0,135000.0,0.0,0.0,0.0,Consumer credit,-2358,12123.0
382160,5672792,Closed,currency 1,-1954,0,-1862.0,-1862.0,,0,42075.0,0.0,0.0,0.0,Consumer credit,-1510,
332862,5515872,Closed,currency 1,-471,0,1355.0,-104.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-47,
143702,5184194,Closed,currency 1,-2252,0,-2003.0,-908.0,,0,66474.0,,,0.0,Consumer credit,-905,
174021,6401477,Closed,currency 1,-2447,0,-1717.0,-1778.0,,0,391230.0,0.0,,0.0,Consumer credit,-1776,
422760,5396253,Closed,currency 1,-416,0,-104.0,-104.0,0.0,0,199115.055,0.0,0.0,0.0,Consumer credit,-104,
227935,5293350,Active,currency 1,-126,0,1081.0,,,0,135000.0,6061.5,0.0,0.0,Credit card,-27,
140136,6160709,Active,currency 1,-288,0,30923.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-21,0.0
335697,5480321,Closed,currency 1,-1441,0,-1076.0,-1106.0,,0,193770.0,0.0,,0.0,Consumer credit,-1104,
179139,5201139,Active,currency 1,-257,0,1569.0,,,0,1170000.0,,,0.0,Consumer credit,-13,
206357,5084615,Active,currency 1,-645,0,1609.0,,0.0,0,3825000.0,2935284.03,0.0,0.0,Consumer credit,-7,
340803,5074129,Closed,currency 1,-700,0,-396.0,-456.0,0.0,0,111375.0,0.0,0.0,0.0,Consumer credit,-456,
354412,5152761,Active,currency 1,-368,0,1458.0,,,0,255060.0,231237.0,0.0,0.0,Consumer credit,-33,
372574,6106855,Active,currency 1,-1085,0,742.0,,61726.5,0,2566660.5,0.0,0.0,0.0,Car loan,-21,0.0
196060,6018597,Active,currency 1,-79,0,-79.0,,,0,31500.0,31500.0,,0.0,Microloan,-79,
282788,5854561,Active,currency 1,-707,0,115.0,,,0,452880.0,94779.27,,0.0,Consumer credit,-35,
110145,5034046,Active,currency 1,-2858,0,-1735.0,,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-637,
398551,5437720,Closed,currency 1,-2371,0,-2157.0,-2339.0,0.0,0,14192.1,0.0,0.0,0.0,Consumer credit,-2339,
350208,6728292,Active,currency 1,-269,0,96.0,,0.0,0,69750.0,25141.5,0.0,0.0,Consumer credit,-25,0.0
184067,6045944,Closed,currency 1,-1342,0,-1086.0,-163.0,,0,225000.0,0.0,0.0,0.0,Credit card,-160,0.0
376932,6533064,Closed,currency 1,-1602,0,224.0,-1232.0,,0,807066.0,,,0.0,Car loan,-1232,
351611,5351602,Active,currency 1,-174,0,191.0,,,0,67942.8,41297.49,,0.0,Consumer credit,-6,
266444,6611020,Closed,currency 1,-2677,0,-2342.0,-2370.0,,0,47685.15,0.0,,0.0,Consumer credit,-904,
143829,5594409,Closed,currency 1,-139,0,226.0,-109.0,0.0,0,192676.86,0.0,0.0,0.0,Consumer credit,-109,
335944,5903692,Closed,currency 1,-1347,0,-1071.0,-1164.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-1164,0.0
346089,5166708,Active,currency 1,-169,0,1657.0,,0.0,0,1800000.0,,,0.0,Consumer credit,-10,
205668,5565937,Closed,currency 1,-2474,0,-2168.0,-2168.0,0.0,0,81630.0,0.0,0.0,0.0,Consumer credit,-2167,
172566,6271691,Closed,currency 1,-908,0,-602.0,-596.0,,0,123660.0,0.0,,0.0,Consumer credit,-585,
113302,5121129,Active,currency 1,-412,0,684.0,,,0,904500.0,663151.5,,0.0,Consumer credit,-4,
127743,5475940,Closed,currency 1,-2654,0,-2471.0,-2471.0,0.0,0,229995.0,,,0.0,Consumer credit,-590,
151885,5322762,Closed,currency 1,-454,0,-269.0,-269.0,4790.43,1,27727.92,0.0,0.0,0.0,Consumer credit,-269,
436575,5143694,Closed,currency 1,-1497,0,5808.0,-860.0,,0,2025000.0,0.0,0.0,0.0,Mortgage,-37,
203299,5235225,Closed,currency 1,-882,0,2830.0,-337.0,945.0,0,10125000.0,,,0.0,Mortgage,-337,
198046,6018025,Closed,currency 1,-2552,0,-1821.0,-1821.0,,0,90540.0,0.0,,0.0,Consumer credit,-1819,
349113,6615128,Closed,currency 1,-416,0,-232.0,-202.0,0.0,0,70740.0,0.0,0.0,0.0,Consumer credit,-201,
358829,6129836,Closed,currency 1,-2117,0,-1568.0,-1568.0,,0,105376.5,0.0,,0.0,Consumer credit,-1366,0.0
222628,5055973,Active,currency 1,-125,0,59.0,,,0,28215.0,28215.0,,0.0,Consumer credit,-89,
325337,5937975,Active,currency 1,-357,0,765.0,,,0,315000.0,43294.5,,0.0,Credit card,-3,0.0
444906,5436177,Closed,currency 1,-1301,0,-233.0,-233.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-210,
195558,6099862,Active,currency 1,-145,0,1285.0,,,0,360000.0,356377.455,,0.0,Consumer credit,-5,
224966,6596009,Closed,currency 1,-1344,0,-1255.0,-1258.0,,0,12105.0,0.0,0.0,0.0,Consumer credit,-1258,
264194,6257553,Active,currency 1,-34,0,331.0,,,0,315000.0,323257.5,0.0,0.0,Consumer credit,-16,
439195,5916888,Closed,currency 1,-2688,0,-861.0,-2503.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-1561,
364142,5356180,Active,currency 1,-178,0,1648.0,,,0,504000.0,485136.0,0.0,0.0,Consumer credit,-38,
202088,6564100,Active,currency 1,-109,0,77.0,,0.0,0,90000.0,48753.0,0.0,0.0,Consumer credit,-15,
308417,6101408,Active,currency 1,-1625,0,1162.0,,0.0,0,4500.0,-24.885,24.885,0.0,Credit card,-575,
265997,6384111,Active,currency 1,-235,0,1056.0,,,0,382500.0,363402.0,0.0,0.0,Credit card,-26,
261974,5561805,Closed,currency 1,-1370,0,-1065.0,-1063.0,,0,58387.5,0.0,0.0,0.0,Consumer credit,-1063,0.0
131537,5522169,Closed,currency 1,-986,0,-682.0,-668.0,,0,67419.0,,,0.0,Consumer credit,-653,22689.0
176060,6770507,Closed,currency 1,-381,0,-16.0,-108.0,,0,38160.0,0.0,0.0,0.0,Consumer credit,-103,
331182,6680523,Active,currency 1,-152,0,1674.0,,,0,81000.0,77620.5,0.0,0.0,Consumer credit,-27,
268687,5894551,Closed,currency 1,-2423,0,-1514.0,-1513.0,973838.07,0,6165000.0,0.0,0.0,0.0,Consumer credit,-1513,
450873,5606772,Active,currency 1,-1501,0,740.0,,,0,0.0,0.0,0.0,0.0,Credit card,-7,
445853,6399789,Closed,currency 1,-2226,0,-1859.0,-1859.0,,0,75838.5,,,0.0,Consumer credit,-1859,8203.5
243361,5674998,Closed,currency 1,-798,0,297.0,-280.0,,0,1647000.0,0.0,0.0,0.0,Consumer credit,-21,
264089,5125615,Active,currency 1,-407,0,141.0,,,0,73710.0,31392.0,0.0,0.0,Consumer credit,-19,0.0
233733,5318257,Closed,currency 1,-89,0,,-10.0,,0,22500.0,0.0,,0.0,Microloan,-10,
212519,5850739,Active,currency 1,-118,0,978.0,,,0,901323.0,,,0.0,Consumer credit,-25,
113873,6673906,Closed,currency 1,-686,0,-466.0,-460.0,15937.74,0,202500.0,0.0,0.0,0.0,Consumer credit,-460,
410164,6039087,Closed,currency 1,-546,0,184.0,-232.0,,0,180000.0,0.0,0.0,0.0,Credit card,-227,
194277,6132269,Closed,currency 1,-761,0,-580.0,-579.0,,0,80986.5,0.0,0.0,0.0,Consumer credit,-578,5274.0
455929,5170727,Closed,currency 1,-1089,0,-541.0,-539.0,,0,288000.0,0.0,0.0,0.0,Consumer credit,-536,24484.32
449369,6315508,Active,currency 1,-1022,0,805.0,,,0,1575000.0,914922.0,0.0,0.0,Consumer credit,-30,
156491,6483605,Closed,currency 1,-2514,0,-2178.0,-1842.0,1575.0,0,13905.0,0.0,0.0,0.0,Consumer credit,-1842,
184304,6279420,Active,currency 1,-592,0,499.0,,,0,612000.0,370039.5,,0.0,Consumer credit,-81,23139.0
176928,5268815,Closed,currency 1,-288,0,1538.0,-265.0,0.0,0,1665000.0,,,0.0,Consumer credit,-265,
259122,6277767,Closed,currency 1,-848,0,-664.0,-664.0,0.0,0,36405.0,0.0,0.0,0.0,Consumer credit,-664,
395606,5995704,Closed,currency 1,-2647,0,-2342.0,-2342.0,,0,136566.0,0.0,,0.0,Consumer credit,-2342,30554.82
136738,5833617,Closed,currency 1,-1507,0,320.0,-562.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-537,270670.5
142640,5399453,Closed,currency 1,-587,0,-313.0,-313.0,0.0,0,161595.0,0.0,0.0,0.0,Consumer credit,-311,
172235,6208150,Active,currency 1,-1181,0,-76.0,,,0,405000.0,390973.5,0.0,0.0,Credit card,-73,
422152,5060265,Closed,currency 1,-741,0,,-620.0,,0,135000.0,,,0.0,Credit card,-620,0.0
233182,6441860,Active,currency 1,-651,0,1175.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-650,
418776,6170623,Active,currency 1,-732,0,1094.0,,,0,1282500.0,1000359.0,0.0,0.0,Consumer credit,-69,
335437,5429808,Closed,currency 1,-122,0,1390.0,-94.0,,0,518913.0,0.0,,0.0,Consumer credit,-93,
397807,6001856,Sold,currency 1,-2917,0,-1821.0,-1821.0,0.0,0,320350.5,0.0,0.0,0.0,Consumer credit,-1821,
145035,5613385,Closed,currency 1,-755,0,10094.0,-649.0,0.0,0,121500.0,,,0.0,Credit card,-649,
211787,6308066,Active,currency 1,-1129,0,9830.0,,5170.5,0,200250.0,,,0.0,Credit card,-25,8091.0
239672,6061436,Closed,currency 1,-1870,0,-1565.0,-1208.0,,0,153994.5,,,0.0,Consumer credit,-1205,0.0
312412,6536800,Closed,currency 1,-892,0,-378.0,-378.0,12940.02,0,788551.38,0.0,0.0,0.0,Consumer credit,-378,
248950,6816055,Active,currency 1,-465,0,265.0,,,0,328500.0,4.5,0.0,0.0,Consumer credit,-32,
140086,6484426,Active,currency 1,-1240,0,-12.0,,,0,324000.0,249381.0,0.0,0.0,Credit card,-24,17253.0
232999,6097486,Active,currency 1,-2011,0,30905.0,,,0,877500.0,899509.5,,0.0,Credit card,-21,56965.5
246979,6431539,Active,currency 1,-1027,0,814.0,,,0,801000.0,730635.93,70364.07,0.0,Credit card,-83,
202057,6697576,Closed,currency 1,-550,0,-457.0,-457.0,16757.01,0,50325.345,0.0,0.0,0.0,Consumer credit,-451,0.0
229796,6449458,Closed,currency 1,-2844,0,-2450.0,-2600.0,,0,19253.52,0.0,,0.0,Consumer credit,-738,
187319,5789882,Closed,currency 1,-2493,0,-2281.0,-2338.0,,0,43299.72,0.0,,0.0,Consumer credit,-4,
100791,6594067,Active,currency 1,-1433,0,28.0,,,0,715500.0,41598.0,0.0,0.0,Consumer credit,-29,20983.5
186882,5501562,Active,currency 1,-251,0,769.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-15,
376261,6080796,Closed,currency 1,-772,0,-652.0,-652.0,0.0,0,22248.0,0.0,0.0,0.0,Consumer credit,-652,
243535,5350123,Closed,currency 1,-2106,0,-1741.0,-1741.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-956,14958.0
429612,6368284,Closed,currency 1,-589,0,141.0,-162.0,,0,132439.5,0.0,,0.0,Consumer credit,-141,0.0
406719,5469351,Closed,currency 1,-2052,0,-1686.0,-1686.0,0.0,0,24200.37,0.0,0.0,0.0,Consumer credit,-1686,
162287,5845160,Active,currency 1,-378,0,1448.0,,,0,1881000.0,1664617.5,0.0,0.0,Consumer credit,-34,50467.5
390201,5142906,Closed,currency 1,-1194,0,-427.0,-427.0,0.0,0,144000.0,0.0,0.0,0.0,Consumer credit,-425,0.0
117300,5435818,Closed,currency 1,-651,0,-592.0,-631.0,,0,13500.0,0.0,,0.0,Consumer credit,-631,3631.5
208549,5073129,Closed,currency 1,-1558,0,-1163.0,-1191.0,,0,75330.0,0.0,,0.0,Consumer credit,-724,
255031,5031508,Closed,currency 1,-1124,0,-758.0,-969.0,7245.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-969,
314203,6278001,Closed,currency 1,-1901,0,-1201.0,-1201.0,,0,54877.5,,,0.0,Consumer credit,-1201,
285498,5492059,Closed,currency 1,-2023,0,1629.0,-1883.0,,0,1350000.0,0.0,0.0,0.0,Mortgage,-677,0.0
377870,6619706,Closed,currency 1,-410,0,-227.0,-227.0,0.0,0,55161.09,0.0,0.0,0.0,Consumer credit,-102,
441163,6320367,Closed,currency 1,-2309,0,-2095.0,-2113.0,9274.95,0,48462.48,0.0,0.0,0.0,Consumer credit,-2094,
326975,6780833,Closed,currency 1,-1386,0,-1021.0,-1020.0,,0,124200.0,0.0,0.0,0.0,Consumer credit,-922,0.0
348065,5278000,Closed,currency 1,-2301,0,-779.0,-77.0,,0,0.0,0.0,0.0,0.0,Credit card,-49,
156283,5245852,Active,currency 1,-140,0,42.0,,,0,55867.5,,,0.0,Consumer credit,-8,
324828,5086207,Closed,currency 1,-1139,0,-773.0,-773.0,,0,36018.0,0.0,0.0,0.0,Consumer credit,-734,
415500,5938894,Active,currency 1,-237,0,1589.0,,,0,441000.0,409135.5,0.0,0.0,Consumer credit,-24,11758.5
120297,6603957,Active,currency 1,-286,0,383.0,,,0,67500.0,47749.5,0.0,0.0,Credit card,-28,19191.555
394353,6140618,Active,currency 1,-2441,0,,,10076.49,0,267750.0,254988.0,12761.685,0.0,Credit card,-14,26775.0
357392,6259674,Closed,currency 1,-654,0,1172.0,-169.0,,0,1226250.0,0.0,0.0,0.0,Consumer credit,-143,
393399,5055922,Active,currency 1,-1036,0,791.0,,29016.0,0,1080000.0,,,0.0,Consumer credit,-31,
419382,5071583,Active,currency 1,-965,0,31196.0,,,0,0.0,0.0,0.0,0.0,Credit card,-16,
273915,5661747,Closed,currency 1,-1541,0,-810.0,-809.0,,0,94959.0,0.0,0.0,0.0,Consumer credit,-806,
405336,5410276,Closed,currency 1,-1497,0,-1193.0,-1220.0,,0,85036.5,0.0,0.0,0.0,Consumer credit,-1220,
158039,5362497,Closed,currency 1,-2449,0,-427.0,-394.0,,0,427500.0,0.0,,0.0,Credit card,-394,
224858,5728478,Active,currency 1,-320,0,1506.0,,,0,1800000.0,1614636.0,0.0,0.0,Consumer credit,-33,
139879,5528119,Active,currency 1,-228,0,868.0,,,0,282915.0,,,0.0,Consumer credit,-10,
299213,6582420,Closed,currency 1,-642,0,-459.0,-452.0,,0,143910.0,0.0,0.0,0.0,Consumer credit,-447,
209336,5507055,Active,currency 1,-436,0,-102.0,,0.0,0,25407.0,0.0,0.0,0.0,Consumer credit,-422,
366411,6522149,Closed,currency 1,-2386,0,-2294.0,-2290.0,,0,78250.5,0.0,0.0,0.0,Consumer credit,-2290,
392519,6152909,Closed,currency 1,-1887,0,-1520.0,-1518.0,0.0,0,61600.68,0.0,0.0,0.0,Consumer credit,-1518,0.0
175025,6767086,Active,currency 1,-172,0,192.0,,,0,234652.5,160821.0,,0.0,Consumer credit,-19,21195.0
238271,5934450,Active,currency 1,-903,0,923.0,,,0,351000.0,231610.5,0.0,0.0,Consumer credit,-26,0.0
298170,5293265,Closed,currency 1,-1210,0,-1025.0,-1024.0,,0,121500.0,0.0,0.0,0.0,Consumer credit,-1024,
436525,5452064,Closed,currency 1,-12,0,4.0,-10.0,,0,13500.0,0.0,0.0,0.0,Consumer credit,-6,15444.0
